,text_cleaned
31451,وقعت شركة صوطيرمي التابعة لهولدينغ صندوق الإيداع والتدبير والتي تشرف على تسيير حامة مولاي يعقوب على اتفاقية شراكة مع شركة فيشي سبا الدولية التابعة لمجموعة فيشي الفرنسية من أجل تطوير الحامة المغربية عن طريق إطلاق مشروع هيكلي بغلاف استثماري بقيمة مليون درهم وسيخصص الشطر الأول من المشروع الذي تقدر تكلفته المالية مليون درهم لإقامة حمامات تقليدية جديدة على مساحة تمتد إلى ألفين متر مربع بمواصفات صحية عالمية إذ ستنطلق أعمال الشطر الأول خلال الأشهر القليلة القادمة لتنتهي في أفق وستتم بعدها إزالة الحمامات التقليدية الموجودة حاليا ويتم تعويضها بحمام تصل مساحته إلى ألفين متر مربع وتتضمن المرحلة الثانية من المشروع الممتدة بين مشاريع لتجديد محطة الاستشفاء العصرية عن طريق إضافة خدمات صحية جديدة تقترح على الزبائن إلى جانب بناء فندق من أربعة نجوم بطاقة استيعاب تصل إلى سرير وإقامة مرافق أخرى لتسويق منتوج الحامة في الخارج المغرب يسعى إلى اكتساح السوق السياحي البرازيلي أبرم المكتب الوطني المغربي للسياحة مذكرة تفاهم مع الرئيس المدير العام لشركة تنظيم الرحلات البرتغالية ترافيليرز أوبيرادور توريستيكو وذلك بهدف الترويج للوجهة المغربية واستقطاب المزيد من السياح من البرازيل وحسب المكتب الوطني المغربي للسياحة فإن الشراكات المبرمة سابقا مع هذا الفاعل السياحي البرتغالي الذي يبيع منتجاته أساسا في الأسواق البرازيلية والمكسيكية والإسبانية لأزيد من ألف وكالة أسفار مكنت من تعزيز برمجة الوجهة المغربية خصوصا مع إطلاق رحلة منخفضة التكلفة من لشبونة في اتجاه طنجة مما مكن من ربط المغرب بالبرازيل عبر مطارات مدريد ولشبونة وباريس وبعد إبرام مذكرة التفاهم الجديدة أصبح المغرب يشكل في المائة من مجموع نشاطات شركة تنظيم الرحلات البرتغالية التي تلتزم بإطلاق رحلة جوية مباشرة بين البيضاء وساو باولو خلال فترة تجريبية تمتد على ستة أشهر من أجل بلوغ آلاف زبون بينما يلتزم المكتب من جانبه في تقديم الدعم للشركة لاستمرار هذه البرمجة مستقبلا
13035,أعلنت شركة بلاتينوم ريكوردز للإنتاج الفني عن إطلاقها أغنية مصورة جديدة لمغني الهيب هوب السعودي قصي بمشاركة الفنانة اللبنانية فرح وصورت الأغنية التي تحمل عنوان يلا في بيروت بإدارة المخرج فادي حداد وتعليقا على إطلاق الفيديو كليب قال قصي في بلاغ توصلت الصباح بنسخة منه إن يلا هي واحدة من أغنيات ألبومه الجديد المتوقع صدوره خلال الأسابيع المقبلة في جميع أنحاء العالم العربي أي بعد انتهائه من تقديم الموسم الثاني من برنامج أرابز غوت تالنت على قناة إم بي سي وسيتضمن الألبوم الجديد أغنية باللغتين العربية والإنجليزية وأضاف قصي في البلاغ نفسه الأغنية من كلماتي وألحاني وهي تحمل تماما مثل جميع أغنياتي رسالة إلى جيل الشباب أوصلها إليهم بلغتي السلام والفرح كما تحدث قصي عن أجواء تصوير الفيديو كليب شارحا كيفية الجمع في المشاهد الراقصة ما بين الدبكة اللبنانية والرقص الغربي المعروف بفن رقص الهيب هوب البريك دانس على إيقاعات موسيقى الهيب هوب والمزمار والطبل العربي وتابع قائلا يغلب على سيناريو الكليب طابع التحدي بيني وبين الفنانة فرح ومعنا الراقصون والراقصات في إيقاع سريع وطريف يشار إلى أن فيديو كليب أغنية يلا من إنتاج وتوزيع بلاتينوم ريكوردز ويعرض حاليا على قناة وناسة قبل أن يعرض على كافة القنوات الموسيقية ابتداء من منتصف يونيو الجاري
23335,تمكنت عناصر الشرطة القضائية بمدينة سلا من إيقاف شخص من ذوي السوابق القضائية العديدة يبلغ من العمر سنة وذلك للاشتباه في تورطه في قضية تتعلق بالهجوم على مسكن للغير والضرب والجرح العمديين والسكر العلني البين وحيازة السلاح الأبيض بدون سند مشروع وكانت صفحة على موقع التواصل الاجتماعي فيسبوك نشرت صورة للمشتبه فيه الموقوف وهو يحمل سكينا في ظروف من شأنها الإخلال بالأمن العام تحريات الشرطة مكنت من تحديد هوية المعني بالأمر ليتم إيقافه ووضعه تحت الحراسة النظرية على خلفية البحث الذي يجري تحت إشراف النيابة العامة المختصة
91226,استدعت الجامعة الملكية المغربية لكرة القدم لاعبا للدخول في تجمع إعدادي للمنتخب الوطني لأقل من سنة خلال الفترة بين اليوم الاثنين والخميس المقبل بالمركز الوطني لكرة القدم بالمعمورة استعدادا للاستحقاقات المقبلة واضطر مصطفى مديح مدرب المنتخب الوطني لأقل من سنة إلى استبعاد عبد الوهاب هيب لاعب أكاديمية محمد السادس لكرة القدم بسبب الإصابة التي تعرض لها أخيرا وعوضه بعبد الصمد عبيسي مهاجم الفتح الرياضي والذي سبق له أن خاض مباريات رسمية وإعدادية رفقة المنتخب الوطني للفتيان واضطر مديح إلى إجراء التجمع المذكور بحضور المحليين فقط في انتظار استدعاء بعض المحترفين لخوض الدوري الدولي المقرر تنظيمه في نونبر المقبل لاختبار جاهزيتهم سيما أنه يرغب في الاعتماد على المحليين بشكل كبير وبرمج مديح مباراة إعدادية للمنتخب الوطني لأقل من سنة أمام أمل الاتحاد الزموري للخميسات بعد غد الأربعاء بالمركز الوطني لكرة القدم انطلاقا من الخامسة عصرا إذ من المقرر أن يشرك جميع اللاعبين فيها واللعب بفريقين لإتاحة الفرحة لجميع اللاعبين لإبراز أحقيتهم في حمل القميص الوطني وضمت اللائحة زكرياء أيت ومحمد عطوشة وعبد الكبير أبقار ومعاد باحسين ومهدي بلكبير ومهدي بلعربي وأسامة بلخياري وأيوب بناني وعبد الصمد بوتاريشت وحمزة الديب وسمير الحداوي وأسامة الغوتي وأسامة فلوح وأيوب حلوم وعبد الرحمان كرين ومحمد كيناني وياسين لامين ويوسف ليموري ومروان مويرت وأيمن مريد ومهدي أودادس وعبد الرزاق غزوات وعز الدين سلاك وعبد الصمد عبيسي
80056,لن يخصص الملك محمد السادس استقبالا لفريق الوداد البيضاوي في القصر الملكي بالدار البيضاء نظير تتويجه بكأس دوري أبطال إفريقيا لثاني مرة في تاريخه بعد عام هذا ما أكدته مصادر وثيقة الاطلاع لهسبورت مرجعة ذلك إلى ضرورة سفر الوداد من أجل التحضير لمباراته أمام الفريق المكسيكي من جهة وصعوبة برمجة الاستقبال في الظرفية الراهنة لارتباطات الملك من جهة ثانية ونفى مصدر مسؤول لـ هسبورت أن يكون الوداد البيضاوي قد حظي باستقبال ملكي نظير تتويجه بدوري أبطال إفريقيا مؤكدا أن الفكرة كانت مطروحة بشدة إلا أن أجندة الملك محمد السادس وضرورة سفر الفريق الأحمر إلى الإمارات استعدادا لخوض منافسة الموندياليتو أمران صعبا إتمام الاستقبال الملكي للوداد البيضاوي وتحفظ المصدر المسؤل في حديثه لـ هسبورت عن ذكر تفاصيل أخرى حول الموضوع وعن ما إذا كان الاستقبال الملكي للوداد البيضاوي قد تم تأجيله إلى حين عودة الفريق من المشاركة في كأس العالم أو تم إلغاؤه نهائيا وكانت مجموعة من الأخبار قد ربطت تأخير الوداد البيضاوي سفره صوب الإمارات لخوض أولى مباريات البطولة السبت المقبل أمام باتشوكا المكسيكي في أكثر من مناسبة ببرمجة استقبال ملكي للفريق الأحمر دون يتم ذلك فعلا لظروف مرتبطة بالأساس بضرورة سفر الوداد وأجندة الملك لمزيد من أخبار الرياضية والرياضيين زوروا
28652,تعرضت في الساعات الأولى من صباح اليوم الأربعاء فيلا مشتركة بين مسؤول قضائي سابق ومتقاعدة في سلك التعليم كائنة بحي بدر بفاس للسطو المقتحمون للمسكن المشترك تمكنوا من السطو على مجوهرات ومبلغ مالي مهم في ملك المتقاعدة وزوجها التاجر بحي الصفارين بالمدينة العتيقة فيما لم تكشف نوعية المسروقات التي سلبت من شقة القاضي المتواجدة بالطابق الأرضي وتقدر قيمة المسروقات بحوالي مليون درهم كانت مخبأة في صندوق حديدي بالطابق العلوي للفيلا المذكورة عمد اللصوص إلى استعمال وسائل متطورة لفتحه وتمكن اللصوص من التسلل إلى الفيلا في غياب قاطنيها ففيما كانت الأستاذة المتقاعدة في عطلة خارج المدينة لم يكن يقيم في شقة القاضي السابق إلا ابنه الذي عاد إليها متأخرا ليكتشف واقعة السطو وهرعت المصالح الأمنية بفاس من شرطة علمية وتقنية وعناصر الشرطة القضائية إلى عين المكان فور علمها بواقعة السطو حيث باشرت جمع الأدلة التي من شأنها المساعدة على فك لغز الجريمة
63222,محمد جعرير أخبارنا المغربية في سابقة هي الأولى من نوعها في تاريخ مجلس الجماعة الحضرية لطنجة وجه رؤساء الأقسام المصالح بالجماعة رسالة تظلم إلى العمدة فؤاد العماري يعلنون فيها عن تظلمهم بخصوص ما تضمنه التقرير الأخير للجنة التخطيط الشؤون الاقتصادية المالية الميزانية بمناسبة دراسة مشروع الحساب الإداري من افتراءات ادعاءات باطلة مست بكرامتنا سمعتنا كما يقولون في الرسالة التي توصل بها العمدة يوم أبريل والمسجلة بمكتب الضبط تحت رقم وقد أوجز المتظلمون هذه الادعاءات في تضمن التقرير لقضايا ملفات لم تناقش داخل اللجنة وترتيب مواقف سلبية بخصوصها تسجيل ملاحظات مجانية مجانبة للصواب إدراج ملفات قضايا تندرج ضمن الحسابات الإدارية لسنوات سابقة عن سنة أو تندرج ضمن سنة ولم تناقش أصلا داخل اللجنة المذكورة وقد عبر كبار موظفي الجماعة عن احتجاجهم على مثل هذا السلوك الذي يفتقر إلى أدنى مستوى من الأمانة العلمية المصداقية كما عبروا عن أسفهم لعدم إثارة المكتب الجماعي الذي يرأسه فؤاد العماري لهذه الادعاءات سواء خلال جلسات الدورة الأخيرة المخصصة للحساب الاداري أو خلال الندوة الصحفية التي أعقبتها مباشرة كما طالب رؤساء الأقسام المصالح الموقعون على رسالة التظلم رئيس المجلس بإشعار رئيس لجنة التخطيط الشؤون الاقتصادية المالية الميزانية بمضمون هذا التظلم مع احتفاظهم بحق عدم حضور أشغال اللجنة مقاطعة أشغال دورات المجلس وقد وقع على هذه الرسالة المحررة ضد المستشار عبد اللطيف بروحو المحسوب عن حزب العدالة والتنمية كل من رئيس مصلحة المناطق الخضراء رئيس قسم التعمير رئيس قسم الجبايات رئيس قسم الميزانية والصفقات رئيس قسم الأشغال والبيئة ورئيس قسم السير والكهرباء ومدير المجزرة الجماعية المسؤول عن المستودع الجماعي هذا وتجدر الإشارة إلى أن المكتب الحالي يفكر في إعادة هيكلة اللجان داخل المجلس إعفاء عبد اللطيف بروحو من على رأس لجنة التخطيط الشؤون الاقتصادية المالية الميزانية خصوصا إذا لم يتمكن العمدة من ضم مستشاري المصباح إلى صفوف الأغلبية داخل المجلس وإذا صعد الموقعون على هذه العريضة من احتجاجهم على بروحو وانتقلوا إلى أساليب أخرى قد تؤثر على السير العادي لمرافق الجماعة
27941,أقدم شخص مساء اليوم الأحد على إضرام النار في نفسه بحي السعادة بمدينة سبع عيون أصيب على إثر ذلك إصابات بليغة تطلبت نقله إلى مستشفى محمد الخامس بمكناس وأفاد شاهد عيان لهسبريس أن الضحية المزداد سنة والمتزوج وله أبناء أقدم على إحراق نفسه باستعمال مادة البنزين سريعة الاشتعال وذلك داخل منزل أسرته قبل أن يخرج إلى الشارع والنار تنهش جسده ليسقط مغمى عليه وذكر نفس المصدر أن السكان والتجار المجاورين لمنزل الضحية تفاجؤوا به وهو يخرج مستغيثا من منزله وألسنة النيران تغطي جسده مضيفا أن بعض المواطنين تدخلوا لإخماد النار من على جسد الضحية بعد أن كانت قد عرضته لحروق خطيرة ورجحت مصادر هسبريس بسبع عيون أن يكون الضحية المنحدر من مدينة الحسيمة والذي يشتغل مياوما قد أقدم على فعلته جراء مشاكل ناجمة عن خلافات أسرية وتحقق مصالح الضابطة القضائية للدرك الملكي بسبع عيون في ملابسات وقوع هذا الحادث وذلك بتعليمات من النيابة العامة المختصة
98578,محاميه أبلغ السلطات الهولندية بالقرار ونزال الانتقام يتأجل أعلن جاك دو ويت محامي البطل المغربي بدر هاري أن موكله سيسلم نفسه للسلطات الهولندية من أجل تنفيذ قرار المحكمة القاضي بحبسه لستة أشهر نافذة على خلفية اعتدائه على أحد رجال الأعمال في هولندا في وحسب موقع دي إن إل الهولندي فإن بدر هاري سيصل العاصمة الهولندية فاتح أبريل المقبل لتسليم نفسه وقضاء العقوبة الحبسية وحكم على بدر هاري بالسجن لستة أشهر نافذة بعد إدانته بالاعتداء على رجل الأعمال الهولندي وسبق الحكم عليه أيضا في أكتوبر بالحبس لسنتين مع غرامة ألف أورو منها أشهر موقوفة التنفيذ قضى منها هاري أشهر بين السجن والمراقبة القضائية واشترطت المحكمة على بدر هاري الابتعاد عن الفنادق والملاهي الليلية رغم أن المدعي العام الهولندي لم يستسغ هذا القرار بحجة أن البطل المغربي يتوفر على جنسية مزدوجة مغربية هولندية وأن بإمكانه الفرار إلى المغرب خصوصا أن البلدين لا تربطهما اتفاقية التسليم ومن جهة أخرى تأكد رسميا بعد قبول بدر هاري قضاء عقوبته الحبسية بهولندا تأجيل نزاله الانتقامي المرتقب أمام الهولندي ريكو فيرهوفن بعد أن انهزم في النزال الأول الذي احتضنته قاعة كونيغ بيلزينير أرينا في مدينة أوبيرهاوسن الألمانية بسبب الإصابة التي تعرض لها أحمد نعيم
42491,أخبارنا المغربية سناء الوردي لعل أبرز ما ميز سنة على المستوى الاقتصادي هو الارتفاع الكبير في حجم المديونية الخارجية للدولة حيث لجأت الحكومة إلى هذا الحل من أجل رتق ثقوب الميزانية التي لا تعد ولا تحصى ففي تقرير صادر عنها قالت مديرية الخزينة والمالية الخارجية التابعة لوزارة الاقتصاد والمالية أن حجم الدين العمومي الخارجي خلال سنة عرف ارتفاعا كبيرا ظل حكومة عبد الإله بنكيران وأوردت المديرية في تقريرها أن حجم الدين الخارجي العمومي بالمغرب بلغ مليار درهم متم شهر شتنبر في مقابل مليار درهم نهاية سنة مسجلا بذلك ارتفاعا قدره في المائة بزيادة مليار درهم كما أكد تقريرالنشرة الإحصائية الدورية المتعلقة بالدين الخارجي العمومي أن تطور رصيد الدين الخارجي العمومي الذي سجل ارتفاعا بـ بالمائة في ما يتعلق بنسبة الفائدة الثابتة بالمائة بخصوص النسبة المتغيرة أدى إلى ارتفاع يبلغ مليار درهم بالنسبة لدين المؤسسات والمقاولات العمومية ملايير درهم في ما يتعلق بالخزينة
38312,أخبارنا المغربية قال رئيس الجمعية المغربية لصناعة وتجارة السيارات حكيم عبد المومن مساء أول أمس الاثنين بالدار البيضاء إن قطاع صناعة السيارات وتجميعها أصبح منذ سنة في طليعة المصدرين بالمغرب متجاوزا بذلك قطاع الفوسفاط وأوضح عبد المومن خلال ندوة حول تطور قطاع صناعة وتجارة السيارات بالمغرب أن قطاع صناعة السيارات بالمملكة مكن من خلق ألف منصب شغل سنة ليتنقل السنة الماضية إلى ألف منصب مع توقع أن يصل هذا الرقم إلى ألف منصب في أفق
19643,تمكنت مصالح الجمارك والشرطة خلال ال ساعة الأخيرة من حجز كيلوغرام من مخدر الشيرا بمعبر باب سبتة وذلك حسبما علم اليوم الثلاثاء من مصدر بالجمارك وأضاف المصدر ذاته أن عمليات مشتركة للجمارك والشرطة مكنت أول أمس الأحد وأمس الاثنين من حجز كيلوغرامات من مخدر الشيرا كان مغربيان مقيمان بإسبانيا يحاولان تهريبها نحو شبه الجزيرة الايبيرية وخلال عملية ثالثة حجزت المصالح نفسها اليوم الثلاثاء كلغ من مخدر الشيرا كانت مخبأة بإحكام داخل دراجة نارية يقودها مغربي حاول تهريب المخدرات نحو مدينة سبتة المحتلة وأضاف المصدر أنه تم تقديم الموقوفين أمام الشرطة القضائية بتطوان لاستكمال التحقيق قبل إحالتهم على العدالة
77093,نجم برشلونة والمنتخب الإسباني سابقا الذي يلعب حاليا في نادي السد القطري تشافي هيرنانديز يفوز بمليون ريال قطري في سحب عشوائي أجراه بنك الدوحة الذي يمتلك تشافي حسابا فيه تشافي صرح بعد حصوله على شيك الميلون ريال والذي يعادل ألف يورو قائلا كانت مفاجأة غير متوقعة ولكنني أرحب بها مضيفا فتحت حسابا ادخاريا في بنك الدوحة منذ عام وأنا سعيد بجائزة المليون ريال وأتمنى أن يحصل عليها جميع عملاء البنك في المستقبل فوز تشافي بهذه الجائزة قد يثير علامات استفهام باعتبار أن الدولي الإسباني السابق هو أحد أبرز الوجوه الدعائية لبنك الدوحة وبالتالي سيكون خبر من هذا القبيل بمثابة دعاية إضافية للبنك بسبب الاهتمام الكبير الذي يحظى به تشافي في الصحافة المحلية والعالمية يذكر أن تشافي هيرنانديز الذي انضم لنادي السد في يمثل إحدى الأيقونات التي تستخدمها قطر في الدعاية لكأس العالم
46557,شرع المركز العام لحزب الاستقلال ابتداء من اليوم في استقبال طلبات ترشيح أعضاء التنظيم من أجل الترشح للانتخابات التشريعية التي ستجرى في أكتوبر المقبل على أن تستمر العملية إلى غاية من شهر فبراير الحالي ووضع حزب الاستقلال رهن إشارة المنتمين إليه استمارات طلب ترشيح بمقرات المفتشيات الإقليمية للتنظيم كما جرى توفير المستند عينه بالمركز العام للحزب في العاصمة الرباط
26087,أفادت وزارة الداخلية التونسية بأن مجموعة مسلحة أقدمت على إعدام طفل بفصل رأسه عن جسده عشية اليوم الجمعة بناحية سيدي بوزيد جنوب تونس العاصمة وذكر الناطق باسم الوزارة وليد الوقيني أن المجموعة الإرهابية قطعت رأس الطفل عاما بجبل مغيلة وأرسلته إلى أهله مع طفل آخر وأوضح المصدر ذاته لوكالة الأنباء التونسية أن الطفلين معا كانا بصدد الرعي بالجبل عندما اعترضتهما المجموعة الإرهابية التي قامت بقطع رأس أحدهما وتسليمه للراعي الآخر إلى عاما ليتولى تسليمه إلى أهله وحسب الناطق فإن عملية تمشيط أمنية وعسكرية واسعة تم إطلاقها بالمنطقة لتعقب مرتكبي هذه الجريمة
17002,متهم حصل على أشرطة وصور فاضحة من قاصر واستغلها في ابتزاز عائلتهاأحالت الشرطة القضائية للرشيدية شابا على وكيل الملك بالمحكمة بالمدينة بجنحة الابتزاز الجنسي وحيازة صور وأشرطة خليعة أوقف بعد أن ابتز أم قاصر في مبلغ ألف درهم مقابل عدم نشر صور وأشرطة فيديو خليعة لابنتها على الانترنت وحسب مصادر الصباح فإن المتهم سنة كان على علاقة غير شرعية بالقاصر سنة وبعد رحيله إلى مكناس ظل يتواصل معها على مواقع التواصل الاجتماعي قبل أن يغرر بها بإقناعها بإرسال صور وأشرطة فيديو تظهر فيها في أوضاع جنسية مثيرة فاستغل الأمر لابتزاز عائلتها وجاء اعتقال المتهم بعد أن تقدمت أم القاصر بشكاية إلى مصلحة الشرطة القضائية للرشيدية تفيد فيها أنها تلقت اتصالا من مجهول ادعى أن بحوزته صورا وأشرطة فيديو فاضحة لابنتها وطالبها بإرسال ألف درهم له عبر وكالة لنقل الأموال مقابل عدم نشرها على الأنترنت وبناء على الشكاية تدخلت فرقة محاربة الجريمة المعلوماتية بالرشيدية وطلبت من أم القاصر الاتصال بالمتهم من أجل تحديد هويته ومكان وجوده وهي العملية التي أتت أكلها بالاعتماد على وسائل متطورة إذ تم التعرف على الضحية الذي تبين أنه يقطن بمكناس وكلفت فرقة أمنية بالانتقال إلى مكناس والإسراع باعتقال المتهم تفاديا لتنفيذ وعيده ونشر صور وأشرطة فيديو القاصر على الأنترنت وظلت العناصر الأمنية بالعاصمة الإسماعيلية لمدة يومين تم خلالها نصب كمين للمتهم إذ اتصل به شرطي وأوهمه أن أم القاصر أرسلته لتسليمه المبلغ المالي الذي طالب به محددا معه موعدا بمقهى بالمدينة فوقع المتهم في الفخ وتم اعتقاله وأخضعت عناصر الشرطة المتهم لتفتيش أولي تم خلاله حجز هاتفه المحمول وأثناء الاطلاع على محتوياته تبين أن بها صورا فاضحة وأشرطة إيروتيكية للقاصر فأكد المتهم أنها أرسلتها له طواعية ونقل المتهم إلى مقر الشرطة القضائية للرشيدية وبتعليمات من النيابة العلامة وضع تحت تدابير الحراسة النظرية من أجل تعميق البحث اعترف فيه أنه تعرف على القاصر منذ أن كان يقيم بالرشيدية ونسج معها علاقة غير شرعية لفترة طويلة مارسا فيها الجنس وبعد استقراره بمكناس رفقة عائلته ظل على تواصل معها عبر غرف الدردشة وتساب فغرر بها في مناسبات عديدة لتصوير نفسها عارية وإرسال الصور والفيديو له وأكد المتهم أنه بعد انقطاعه عن الدراسة ومعاناته مع البطالة قرر استغلال الصور الفاضحة عبر ابتزاز عائلة القاصر لأنها ثرية ومحافظة لترضخ لابتزازه خوفا على سمعتها وشرف ابنتها فاتصل بوالدتها طالبا منها ألف درهم لكن خطته باءت بالفشل بسبب حنكة العناصر الأمنية بالرشيدية التي أوقعته في ظرف وجيز مصطفى لطفي
56883,أخبارنا المغربية سناء الوردي اعتبر البرلماني ادريس الراضي رئيس فريق الاتحاد الدستوري بمجلس المستشارين أن رئيس الحكومة متخصص في إقناع المغاربة بقرارات حكومته حتى ولو كانت فيها زيادة في المعيشة واعترف الراضي بنكيران خطير في إقناع المغاربة بشي لي بغا مايقد عليه حد وأضاف الراضي أن كل شيء اعترته زيادة في زمن حكومة بنكيران والمواطن لم يحس بأي تحسن في قدرته الشرائية وحذر الراضي من الانعكاسات السلبية للإجراءات التي حملها قانون مالية معتبرا أنه قد تؤدي إلى عواقب اقتصادية واجتماعية وخيمة
106829,يحتضن ملعب مراكش يوم يونيو الجاري مباراة بين صحافيين من فرنسا أمام نظرائهم من المغرب بمشاركة لاعبين محترفين من الجانبين وعلى هامش المباراة سينظم النسخة الثالثة لكأس الإعلام الخاص بالصحافيين الفرنسين خلال الفترة الممتدة من إلى يونيو الجاري بعد نجاح النسختين السابقين اللتين نظمتا شهر فبراير بأوكايمدن رياضة التزحلق على الجليد وشهر أكتوبر بمدينتي فاس ومكناس رياضة الغولف وذكر بلاغ للجنة المنظمة أن كأس الإعلام سيخصص جوائز للأعمال السمعية البصرية والمكتوبة في الصحافة الرياضية المغربية والتي ستسلم من طرف المدرسة العليا للإعلام والاتصال خلال حفل عشاء سينظم يوم السبت يونيو الجاري وجاء في البلاغ أن الهدف الأساسي من تنظيم جوائز الإعلام هو تحقيق التقارب بين صحافيي المغرب وفرنسا وتبادل الخبرات بين الجانبين لما فيه مصحلة المجالين الصباح الرياضي
43589,أخبارنا المغربية أفادت يومية الصباح في عددها الصادر اليوم الخميس بأن هناك زيادة في الحد الأدنى لمتقاعدي القطاع العام وأضافت اليومية بأن الحد الأدنى للمعاشات بالقطاع العام سيرتفع إلى درهم ابتداء من يناير المقبل وذلك بعدما ارتفع إلى درهم في شتنبر الماضي ثم إلى درهم في يناير الماضي وتأتي هذه الزيادات في إطار الإصلاح المقياسي لنظام الصندوق المغربي للتقاعد وسيستفيد من هذا الإجراء ما لا يقل عن ألف شخصا
84906,أعلن عداؤون مغاربة مساندتهم للسباق الدولي على الطريق الأول لمدينة طرابلس المقرر إجراؤه يوم فبراير المقبل بمناسبة الذكرى الأولى لانطلاق ثورة فبراير بدعم من شركة وادي الربيع للدقيق وتحت إشراف الاتحاد الليبي لألعاب القوى باعتبارها أول تظاهرة رياضية في عهد ليبيا الجديدة وأكد العداؤون المغاربة أبرزهم خالد السكاح وإبراهيم بولامي وعلي الزين وعبد الرحيم بورمضان وإبراهيم لحلافي خلال ندوة صحافية نظمت مساء أول أمس الأربعاء بالرباط بحضور ممثلي السفارة الليبية بالمغرب أن مشاركة في هذه الدورة بصفة رمزية للعدائين السابقين وفعلية بالنسبة إلى الممارسين حاليا ستكون خير دعم لهذه التظاهرة التي ستعيد الروح إلى العاصمة الليبية طرابلس بعد عقود من غياب الأنشطة الرياضية في عهد العقيد معمر القذافي وأبدى العداؤون المذكورون ارتياحهم لنجاح اللجنة المنظمة في احتضان هذه التظاهرة الدولية الرامية إلى دعم الثورة الليبية من جهة ودعم ألعاب القوى الليبية من جهة ثانية وانخراطهم في تأهيلها إلى أن تصبح رائدة على جميع المستويات ومن جانبه اعتبر الحاج اللافي خليفة عثمان رئيس اللجنة المنظمة ومدير عام المؤسسة الراعية أن مشاركة العدائين المغاربة إلى جانب دولة أبدت رغبتها في المشاركة أفضل نجاح للدورة الأولى بالنظر إلى المستوى الكبير الذي تتمتع به ألعاب القوى المغربية على الصعيد العالمي وأن مؤسسة وادي الربيع قررت التكفل بتنقل وإقامة جميع العدائين المغاربة المدعوين إلى هذه التظاهرة الدولية علما أنها كانت تسعى في عهد القذافي إلى دعم الرياضة الليبية غير أنها كانت تجد محاربة شديدة من زبانيته مضيفا أن العديد من العقوبات طالتها بسبب موقفها الداعم للرياضة الليبية باعتبارها شركة مواطنة وقال الحاج اللافي إن المؤسسة الراعية قررت تخصيص جوائز قيمة للفائزين وتحفيزية للمشاركين وأخرى للضيوف وأنها ستكون في مستوى الحدث الذي يخلد ذكرى عزيزة على الليبيين في الوقت الذي تطرق فيه علي مبروك زايد المدير التقني للسباق إلى الخطوط العريضة للمطاف والقانون التنظيمي للسباق المقرر أن يستمر تسجيل المشاركين فيه إلى فبراير المقبل موضحا أن اللجنة المنظمة اتخذت جميع الاحتياطات لنجاح الدورة ومرورها في جر رياضي سليم صلاح الدين محسن
104917,استقالة الناطق الرسمي وتعويضه بالنصيري ومفاوضات مع السفري لتولي لجنة المتابعة التقنية جمد محمد بودريقة رئيس الرجاء الرياضي مساء الجمعة الماضي عضوية صلاح الدين بصير على خلفية الخلاف القائم بين الطرفين عقب الاستقبال الملكي الذي حظي به الفريق وجاء في بلاغ نشره الرجاء على موقعه الرسمي أنه بعد الدراسة البحث قرر بودريقة تجميد عضوية صلاح الدين بصير بالمكتب المسير للنادي كما ورد في بلاغ ثان أنه تم إحداث تغييرات على بعض لجان المكتب المسير إذ عين مصطفى دحنان رئيسا للجنة التنظيمية ومسؤولا عن الفريق الأول وعبد الإله قاموس مسؤولا عن لجنة متابعة الشباب والمدرسة أما في ما يخص الأمور التقنية فتبقى تحت إشراف المشرف العام للنادي حسن حرمة الله وشهد الجمعة الماضي تضاربا في موقف المكتب المسير حول القضية فبعد أن بادر الناطق الرسمي سمير شوقي إلى نفي الموضوع جملة وتفصيلا مؤكدا أن بصير مازال يشغل منصب رئيس لجنة المتابعة التقنية والشباب وهو ما أكده الدولي السابق في تصريحات صحافية فوجئ الجميع بتجميد عضوية الأخير مساء اليوم ذاته ببلاغ صادر عن الموقع الرسمي ومن تداعيات القضية قدم سمير شوقي رئيس لجنة التواصل استقالته احتجاجا على أحادية القرار والكيفية التي اتخذ بها بالمقابل عين بودريقة محمد النصيري مدير عام الرجاء ناطقا رسميا باسم الفريق خلفا للعضو المستقيل وبادر الرجاء إلى ربط الاتصال مع مجموعة من الدوليين السابقين لضمهم إلى المكتب المسير وشغل منصب رئيس لجنة المتابعة التقنية خلفا لبصير وشكل الدولي السابق يوسف السفري موضوع إجماع أعضاء المكتب المسير وتم اقتراحه لتعويض بصير ومن المتوقع أن يكون السفري حسم في الموضوع مساء أمس الأحد كما وعد بذلك الرئيس ومن الحلول المقترحة كذلك عودة يوسف روسي المدير السابق للنادي ومن المتوقع أن يكون الرئيس فاتحه في الموضوع في حال تعذر انضمام السفري إلى المكتب المسير نورالدين الكرف
